model_family,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_roc_auc,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_roc_auc,train_time_sec,inference_per_sample_ms,best_params
XGBoost,0.919910042225078,0.9148033473474207,0.8684501225555052,0.8893931699192174,0.9936599191653847,0.9176955204699835,0.9124964749193802,0.8680324988088681,0.8880820504334267,0.9935301143734383,25.236480671999743,0.020271891420162724,"{""n_estimators"": 400, ""max_depth"": 8, ""learning_rate"": 0.1}"
TabNet,0.9199674132550028,0.8771427371568122,0.8635005869814972,0.8698478721893496,0.9935147709920304,0.9200821553148522,0.8775828980773349,0.8698991694579247,0.8736159649721037,0.9934804842575328,483.7090087030001,0.018043639960069812,"{""n_d"": 32, ""n_a"": 32, ""n_steps"": 5, ""gamma"": 1.5, ""lr"": 0.02}"
MLPClassifier,0.9007366440242335,0.8686560085768529,0.8319060689908867,0.8491196589892359,0.9907521802686031,0.9009202313199927,0.8639506445600119,0.8340818494556282,0.847687973149512,0.9908146849911786,126.51104793399963,0.0025844540211354032,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001, ""max_iter"": 120}"
LogisticRegression,0.724148613915917,0.5888786945709509,0.5061259864065966,0.5260776457469378,0.9366121935417786,0.7226110703139342,0.5956286234404251,0.5067659292656889,0.5283664793406195,0.9356400718139846,11.636533687999872,0.00011917688463843538,"{""C"": 3.0, ""max_iter"": 300, ""solver"": ""lbfgs""}"
